Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
District of Columbia,2020,38,9/19/20,106.00,87.00,,16.00,,0.00,,,0.00,,,22.00,,,
District of Columbia,2020,39,9/26/20,112.00,98.00,0.00,18.00,,,,,,,,34.00,,,
District of Columbia,2020,40,10/3/20,136.00,113.00,,23.00,,0.00,,,,,,21.00,,10.00,
District of Columbia,2020,41,10/10/20,141.00,128.00,,24.00,,,,,0.00,,,26.00,13.00,14.00,12.00
District of Columbia,2020,42,10/17/20,117.00,108.00,,21.00,,,0.00,,,0.00,12.00,15.00,12.00,,
District of Columbia,2020,43,10/24/20,105.00,92.00,0.00,23.00,,,,,0.00,,,18.00,,,
District of Columbia,2020,44,10/31/20,124.00,117.00,,24.00,,,,,0.00,,16.00,30.00,,,
District of Columbia,2020,45,11/7/20,134.00,117.00,,27.00,0.00,,,,,0.00,,30.00,11.00,12.00,
District of Columbia,2020,46,11/14/20,127.00,117.00,,22.00,,0.00,,,,0.00,17.00,22.00,,10.00,
District of Columbia,2020,47,11/21/20,129.00,122.00,,20.00,,,,,,,12.00,25.00,,16.00,16.00
District of Columbia,2020,48,11/28/20,111.00,103.00,,24.00,,0.00,,,,,,15.00,,12.00,10.00
District of Columbia,2020,49,12/5/20,140.00,132.00,,26.00,,,0.00,,,0.00,14.00,27.00,11.00,15.00,14.00
District of Columbia,2020,50,12/12/20,138.00,127.00,,19.00,,,,0.00,0.00,,14.00,34.00,,13.00,11.00
District of Columbia,2020,51,12/19/20,74.00,71.00,,14.00,,0.00,0.00,,,,,15.00,,,
District of Columbia,2020,52,12/26/20,54.00,53.00,,13.00,,0.00,0.00,,,,,14.00,,0.00,0.00
District of Columbia,2020,53,1/2/21,46.00,45.00,0.00,,0.00,,0.00,,0.00,0.00,,10.00,,0.00,0.00
Florida,2019,1,1/5/19,4220.00,3805.00,52.00,893.00,136.00,134.00,60.00,259.00,44.00,69.00,62.00,979.00,252.00,0.00,0.00
Florida,2019,2,1/12/19,4202.00,3842.00,42.00,936.00,99.00,116.00,68.00,276.00,67.00,81.00,51.00,976.00,269.00,0.00,0.00
Florida,2019,3,1/19/19,4201.00,3817.00,51.00,842.00,113.00,134.00,69.00,251.00,54.00,72.00,56.00,969.00,309.00,0.00,0.00
Florida,2019,4,1/26/19,4180.00,3841.00,54.00,878.00,135.00,145.00,73.00,236.00,68.00,72.00,59.00,976.00,263.00,0.00,0.00
Florida,2019,5,2/2/19,4342.00,3990.00,58.00,914.00,129.00,143.00,66.00,253.00,70.00,55.00,59.00,1034.00,274.00,0.00,0.00
Florida,2019,6,2/9/19,4327.00,3915.00,53.00,909.00,144.00,147.00,71.00,263.00,51.00,63.00,60.00,975.00,265.00,0.00,0.00
Florida,2019,7,2/16/19,4282.00,3902.00,52.00,929.00,144.00,130.00,66.00,250.00,67.00,83.00,75.00,994.00,257.00,0.00,0.00
Florida,2019,8,2/23/19,4165.00,3786.00,54.00,884.00,123.00,126.00,68.00,262.00,73.00,71.00,53.00,949.00,293.00,0.00,0.00
Florida,2019,9,3/2/19,4289.00,3895.00,54.00,926.00,139.00,124.00,63.00,275.00,51.00,70.00,40.00,1017.00,267.00,0.00,0.00
Florida,2019,10,3/9/19,4157.00,3813.00,54.00,944.00,132.00,120.00,60.00,255.00,53.00,67.00,46.00,975.00,249.00,0.00,0.00
Florida,2019,11,3/16/19,4193.00,3831.00,54.00,930.00,109.00,118.00,77.00,252.00,56.00,75.00,60.00,954.00,280.00,0.00,0.00
Florida,2019,12,3/23/19,4190.00,3808.00,59.00,878.00,107.00,116.00,70.00,265.00,70.00,78.00,57.00,1009.00,293.00,0.00,0.00
Florida,2019,13,3/30/19,4354.00,3967.00,59.00,922.00,139.00,153.00,42.00,257.00,50.00,64.00,55.00,1006.00,319.00,0.00,0.00
Florida,2019,14,4/6/19,4224.00,3824.00,58.00,861.00,123.00,132.00,63.00,235.00,50.00,74.00,49.00,949.00,308.00,0.00,0.00
Florida,2019,15,4/13/19,4277.00,3881.00,66.00,915.00,115.00,112.00,51.00,280.00,70.00,66.00,58.00,993.00,282.00,0.00,0.00
Florida,2019,16,4/20/19,4102.00,3721.00,51.00,910.00,122.00,138.00,50.00,254.00,55.00,68.00,62.00,892.00,261.00,0.00,0.00
Florida,2019,17,4/27/19,4122.00,3746.00,47.00,859.00,113.00,138.00,50.00,248.00,45.00,56.00,55.00,999.00,284.00,0.00,0.00
Florida,2019,18,5/4/19,4070.00,3693.00,45.00,908.00,104.00,146.00,53.00,229.00,60.00,59.00,49.00,947.00,295.00,0.00,0.00
Florida,2019,19,5/11/19,4126.00,3755.00,48.00,870.00,137.00,128.00,46.00,243.00,65.00,58.00,63.00,946.00,279.00,0.00,0.00
Florida,2019,20,5/18/19,4097.00,3729.00,41.00,935.00,123.00,141.00,41.00,218.00,37.00,58.00,69.00,987.00,274.00,0.00,0.00
Florida,2019,21,5/25/19,3944.00,3592.00,37.00,912.00,105.00,134.00,55.00,238.00,51.00,49.00,74.00,880.00,212.00,0.00,0.00
Florida,2019,22,6/1/19,3970.00,3603.00,57.00,849.00,111.00,101.00,40.00,233.00,57.00,62.00,53.00,933.00,241.00,0.00,0.00
Florida,2019,23,6/8/19,3996.00,3594.00,51.00,880.00,133.00,127.00,47.00,234.00,56.00,61.00,50.00,883.00,268.00,0.00,0.00
Florida,2019,24,6/15/19,3863.00,3501.00,43.00,875.00,114.00,118.00,51.00,223.00,59.00,54.00,63.00,921.00,204.00,0.00,0.00
Florida,2019,25,6/22/19,3946.00,3578.00,45.00,836.00,124.00,132.00,45.00,233.00,52.00,64.00,63.00,943.00,278.00,0.00,0.00
Florida,2019,26,6/29/19,3860.00,3517.00,38.00,866.00,118.00,101.00,50.00,230.00,63.00,49.00,62.00,906.00,247.00,0.00,0.00
Florida,2019,27,7/6/19,3906.00,3507.00,33.00,825.00,121.00,114.00,56.00,220.00,59.00,60.00,70.00,883.00,296.00,0.00,0.00
Florida,2019,28,7/13/19,3904.00,3538.00,42.00,866.00,131.00,122.00,37.00,231.00,55.00,69.00,70.00,890.00,263.00,0.00,0.00
Florida,2019,29,7/20/19,3789.00,3429.00,38.00,863.00,88.00,107.00,45.00,229.00,49.00,60.00,59.00,857.00,247.00,0.00,0.00
Florida,2019,30,7/27/19,3866.00,3528.00,48.00,859.00,133.00,123.00,44.00,209.00,53.00,66.00,53.00,849.00,252.00,0.00,0.00
Florida,2019,31,8/3/19,3899.00,3565.00,51.00,878.00,119.00,148.00,42.00,214.00,61.00,43.00,63.00,886.00,277.00,0.00,0.00
Florida,2019,32,8/10/19,3700.00,3372.00,46.00,829.00,119.00,108.00,52.00,194.00,46.00,58.00,63.00,841.00,260.00,0.00,0.00
Florida,2019,33,8/17/19,3659.00,3317.00,33.00,867.00,109.00,107.00,33.00,193.00,55.00,59.00,53.00,836.00,237.00,0.00,0.00
Florida,2019,34,8/24/19,3785.00,3411.00,37.00,851.00,103.00,116.00,52.00,213.00,35.00,47.00,54.00,860.00,245.00,0.00,0.00
Florida,2019,35,8/31/19,3722.00,3363.00,50.00,862.00,113.00,105.00,44.00,220.00,48.00,60.00,53.00,816.00,244.00,0.00,0.00
Florida,2019,36,9/7/19,3723.00,3347.00,46.00,848.00,118.00,130.00,41.00,175.00,56.00,57.00,60.00,822.00,271.00,0.00,0.00
Florida,2019,37,9/14/19,3717.00,3356.00,40.00,813.00,114.00,118.00,33.00,207.00,51.00,49.00,52.00,835.00,275.00,0.00,0.00
Florida,2019,38,9/21/19,3801.00,3420.00,50.00,800.00,97.00,119.00,48.00,221.00,39.00,59.00,56.00,828.00,267.00,0.00,0.00
Florida,2019,39,9/28/19,3744.00,3383.00,53.00,824.00,101.00,116.00,50.00,192.00,40.00,62.00,61.00,852.00,284.00,0.00,0.00
Florida,2019,40,10/5/19,3832.00,3453.00,34.00,861.00,107.00,140.00,30.00,225.00,52.00,58.00,59.00,827.00,262.00,0.00,0.00
Florida,2019,41,10/12/19,3862.00,3462.00,55.00,921.00,102.00,122.00,33.00,199.00,49.00,57.00,71.00,857.00,246.00,0.00,0.00
Florida,2019,42,10/19/19,3753.00,3382.00,39.00,827.00,119.00,125.00,43.00,206.00,58.00,61.00,57.00,838.00,276.00,0.00,0.00
Florida,2019,43,10/26/19,3727.00,3373.00,48.00,841.00,95.00,118.00,43.00,198.00,45.00,66.00,44.00,823.00,264.00,0.00,0.00
Florida,2019,44,11/2/19,3886.00,3484.00,42.00,854.00,123.00,110.00,53.00,236.00,56.00,56.00,49.00,842.00,257.00,0.00,0.00
Florida,2019,45,11/9/19,3992.00,3591.00,43.00,891.00,104.00,118.00,53.00,218.00,54.00,71.00,60.00,890.00,280.00,0.00,0.00
Florida,2019,46,11/16/19,4090.00,3681.00,61.00,920.00,132.00,135.00,43.00,197.00,51.00,73.00,53.00,897.00,290.00,0.00,0.00
Florida,2019,47,11/23/19,4055.00,3692.00,40.00,806.00,117.00,129.00,38.00,222.00,49.00,62.00,57.00,1009.00,319.00,0.00,0.00
Florida,2019,48,11/30/19,4045.00,3622.00,62.00,822.00,108.00,121.00,39.00,218.00,57.00,58.00,62.00,955.00,283.00,0.00,0.00
Florida,2019,49,12/7/19,4219.00,3877.00,61.00,886.00,135.00,112.00,66.00,262.00,67.00,82.00,66.00,1006.00,305.00,0.00,0.00
Florida,2019,50,12/14/19,4331.00,3954.00,59.00,896.00,136.00,143.00,66.00,224.00,66.00,75.00,74.00,957.00,319.00,0.00,0.00
Florida,2019,51,12/21/19,4149.00,3791.00,66.00,840.00,144.00,118.00,71.00,238.00,60.00,72.00,65.00,983.00,305.00,0.00,0.00
Florida,2019,52,12/28/19,4309.00,3906.00,56.00,843.00,145.00,133.00,94.00,275.00,52.00,56.00,70.00,1015.00,291.00,0.00,0.00
Florida,2020,1,1/4/20,4340.00,3927.00,60.00,873.00,136.00,127.00,87.00,265.00,59.00,75.00,55.00,1013.00,277.00,0.00,0.00
Florida,2020,2,1/11/20,4409.00,3995.00,54.00,896.00,132.00,124.00,87.00,288.00,63.00,55.00,60.00,1021.00,315.00,0.00,0.00
Florida,2020,3,1/18/20,4384.00,3993.00,54.00,867.00,121.00,129.00,76.00,287.00,66.00,72.00,75.00,1000.00,344.00,0.00,0.00
Florida,2020,4,1/25/20,4387.00,4010.00,54.00,930.00,124.00,144.00,91.00,282.00,55.00,66.00,65.00,1003.00,300.00,0.00,0.00
Florida,2020,5,2/1/20,4419.00,4034.00,55.00,888.00,153.00,141.00,76.00,268.00,66.00,69.00,74.00,993.00,312.00,0.00,0.00
Florida,2020,6,2/8/20,4385.00,4012.00,47.00,878.00,160.00,142.00,79.00,255.00,65.00,76.00,63.00,1062.00,289.00,0.00,0.00
Florida,2020,7,2/15/20,4358.00,3951.00,54.00,884.00,131.00,122.00,87.00,285.00,65.00,77.00,53.00,1021.00,297.00,0.00,0.00
Florida,2020,8,2/22/20,4416.00,3980.00,66.00,925.00,136.00,126.00,80.00,252.00,61.00,68.00,69.00,956.00,327.00,0.00,0.00
Florida,2020,9,2/29/20,4399.00,3992.00,49.00,883.00,120.00,127.00,80.00,263.00,60.00,73.00,69.00,1045.00,297.00,0.00,0.00
Florida,2020,10,3/7/20,4520.00,4105.00,45.00,925.00,148.00,131.00,91.00,287.00,42.00,65.00,77.00,1006.00,310.00,,
Florida,2020,11,3/14/20,4435.00,4001.00,49.00,927.00,125.00,127.00,85.00,273.00,65.00,80.00,67.00,980.00,329.00,,
Florida,2020,12,3/21/20,4362.00,3907.00,63.00,890.00,131.00,129.00,101.00,276.00,60.00,61.00,63.00,951.00,275.00,17.00,16.00
Florida,2020,13,3/28/20,4461.00,4039.00,60.00,934.00,149.00,128.00,88.00,249.00,76.00,43.00,75.00,959.00,303.00,92.00,91.00
Florida,2020,14,4/4/20,4497.00,4099.00,63.00,883.00,138.00,123.00,91.00,256.00,57.00,51.00,73.00,973.00,312.00,219.00,210.00
Florida,2020,15,4/11/20,4545.00,4132.00,49.00,915.00,149.00,132.00,72.00,235.00,50.00,64.00,78.00,942.00,282.00,303.00,287.00
Florida,2020,16,4/18/20,4416.00,4021.00,54.00,848.00,164.00,150.00,59.00,226.00,41.00,58.00,51.00,911.00,296.00,310.00,296.00
Florida,2020,17,4/25/20,4554.00,4131.00,49.00,864.00,148.00,158.00,61.00,255.00,36.00,55.00,67.00,930.00,314.00,325.00,293.00
Florida,2020,18,5/2/20,4351.00,3892.00,52.00,861.00,157.00,142.00,50.00,204.00,49.00,48.00,54.00,849.00,296.00,308.00,279.00
Florida,2020,19,5/9/20,4407.00,3949.00,56.00,861.00,139.00,119.00,61.00,216.00,52.00,69.00,45.00,932.00,259.00,290.00,257.00
Florida,2020,20,5/16/20,4280.00,3861.00,47.00,866.00,137.00,132.00,57.00,233.00,38.00,57.00,65.00,890.00,292.00,257.00,219.00
Florida,2020,21,5/23/20,4360.00,3892.00,45.00,869.00,152.00,132.00,53.00,216.00,41.00,57.00,53.00,946.00,263.00,236.00,200.00
Florida,2020,22,5/30/20,4211.00,3772.00,45.00,823.00,137.00,133.00,45.00,187.00,45.00,70.00,50.00,891.00,270.00,230.00,193.00
Florida,2020,23,6/6/20,4264.00,3835.00,43.00,884.00,116.00,142.00,50.00,211.00,45.00,69.00,63.00,899.00,285.00,222.00,171.00
Florida,2020,24,6/13/20,4256.00,3827.00,40.00,826.00,125.00,116.00,48.00,203.00,48.00,53.00,64.00,944.00,300.00,193.00,162.00
Florida,2020,25,6/20/20,4408.00,3960.00,37.00,865.00,152.00,131.00,48.00,218.00,43.00,59.00,60.00,914.00,311.00,221.00,192.00
Florida,2020,26,6/27/20,4503.00,4048.00,51.00,832.00,134.00,132.00,44.00,216.00,52.00,57.00,78.00,953.00,298.00,322.00,270.00
Florida,2020,27,7/4/20,4726.00,4289.00,49.00,880.00,163.00,146.00,62.00,202.00,50.00,63.00,77.00,997.00,272.00,466.00,410.00
Florida,2020,28,7/11/20,5084.00,4656.00,58.00,860.00,168.00,128.00,53.00,238.00,53.00,64.00,81.00,1048.00,296.00,783.00,701.00
Florida,2020,29,7/18/20,5507.00,5067.00,58.00,807.00,180.00,167.00,64.00,221.00,55.00,64.00,97.00,984.00,323.00,1182.00,1062.00
Florida,2020,30,7/25/20,5704.00,5273.00,46.00,888.00,170.00,164.00,63.00,217.00,47.00,52.00,74.00,1029.00,316.00,1414.00,1266.00
Florida,2020,31,8/1/20,5791.00,5369.00,40.00,891.00,152.00,183.00,63.00,228.00,38.00,58.00,89.00,1021.00,313.00,1515.00,1361.00
Florida,2020,32,8/8/20,5586.00,5154.00,40.00,905.00,138.00,151.00,44.00,208.00,48.00,65.00,98.00,958.00,294.00,1402.00,1256.00
Florida,2020,33,8/15/20,5510.00,5079.00,52.00,873.00,137.00,166.00,51.00,222.00,40.00,79.00,104.00,983.00,337.00,1185.00,1057.00
Florida,2020,34,8/22/20,5203.00,4815.00,43.00,877.00,173.00,150.00,67.00,228.00,50.00,54.00,88.00,956.00,303.00,952.00,856.00
Florida,2020,35,8/29/20,5011.00,4614.00,51.00,857.00,153.00,164.00,49.00,201.00,48.00,64.00,86.00,965.00,297.00,804.00,720.00
Florida,2020,36,9/5/20,4757.00,4307.00,56.00,836.00,140.00,143.00,46.00,207.00,52.00,67.00,79.00,953.00,292.00,655.00,579.00
Florida,2020,37,9/12/20,4506.00,4085.00,64.00,836.00,131.00,120.00,60.00,197.00,43.00,44.00,99.00,874.00,287.00,519.00,456.00
Florida,2020,38,9/19/20,4667.00,4229.00,48.00,904.00,141.00,138.00,52.00,195.00,50.00,57.00,100.00,972.00,265.00,432.00,380.00
Florida,2020,39,9/26/20,4443.00,4047.00,55.00,880.00,134.00,152.00,45.00,188.00,52.00,60.00,99.00,891.00,293.00,419.00,355.00
Florida,2020,40,10/3/20,4346.00,3998.00,55.00,882.00,132.00,122.00,43.00,200.00,41.00,73.00,142.00,877.00,244.00,318.00,287.00
Florida,2020,41,10/10/20,4524.00,4129.00,49.00,843.00,158.00,137.00,51.00,196.00,44.00,59.00,136.00,887.00,313.00,334.00,288.00
Florida,2020,42,10/17/20,4385.00,4034.00,46.00,905.00,137.00,131.00,58.00,202.00,49.00,64.00,126.00,867.00,259.00,329.00,296.00
Florida,2020,43,10/24/20,4331.00,3977.00,40.00,877.00,132.00,146.00,37.00,194.00,50.00,61.00,125.00,895.00,295.00,288.00,260.00
Florida,2020,44,10/31/20,4260.00,3950.00,45.00,851.00,136.00,112.00,55.00,186.00,40.00,55.00,165.00,852.00,281.00,304.00,262.00
Florida,2020,45,11/7/20,4300.00,3949.00,36.00,834.00,135.00,126.00,42.00,173.00,35.00,61.00,194.00,903.00,283.00,303.00,267.00
Florida,2020,46,11/14/20,4478.00,4151.00,46.00,849.00,151.00,137.00,54.00,214.00,44.00,59.00,156.00,914.00,295.00,399.00,365.00
Florida,2020,47,11/21/20,4542.00,4211.00,62.00,856.00,176.00,132.00,52.00,206.00,45.00,57.00,204.00,907.00,295.00,398.00,355.00
Florida,2020,48,11/28/20,4605.00,4298.00,65.00,856.00,135.00,142.00,51.00,206.00,57.00,51.00,226.00,888.00,278.00,492.00,442.00
Florida,2020,49,12/5/20,4854.00,4534.00,50.00,854.00,149.00,142.00,56.00,224.00,65.00,53.00,245.00,935.00,340.00,578.00,513.00
Florida,2020,50,12/12/20,4921.00,4660.00,36.00,887.00,157.00,146.00,55.00,244.00,47.00,73.00,253.00,964.00,330.00,536.00,491.00
Florida,2020,51,12/19/20,4300.00,4112.00,57.00,829.00,119.00,137.00,46.00,205.00,38.00,43.00,239.00,837.00,299.00,450.00,412.00
Florida,2020,52,12/26/20,3354.00,3223.00,39.00,706.00,103.00,103.00,31.00,169.00,36.00,50.00,216.00,724.00,223.00,175.00,170.00
Florida,2020,53,1/2/21,3192.00,3094.00,40.00,613.00,95.00,129.00,41.00,170.00,32.00,45.00,206.00,703.00,228.00,193.00,188.00
Georgia,2019,1,1/5/19,1803.00,1640.00,34.00,324.00,64.00,75.00,51.00,110.00,29.00,38.00,18.00,437.00,83.00,0.00,0.00
Georgia,2019,2,1/12/19,1743.00,1613.00,33.00,344.00,44.00,78.00,37.00,127.00,30.00,32.00,19.00,422.00,83.00,0.00,0.00
Georgia,2019,3,1/19/19,1796.00,1658.00,35.00,357.00,57.00,104.00,33.00,99.00,43.00,61.00,24.00,396.00,96.00,0.00,0.00
Georgia,2019,4,1/26/19,1731.00,1617.00,33.00,345.00,65.00,81.00,38.00,96.00,36.00,38.00,29.00,411.00,94.00,0.00,0.00
Georgia,2019,5,2/2/19,1761.00,1628.00,36.00,357.00,46.00,103.00,19.00,97.00,40.00,38.00,20.00,418.00,89.00,0.00,0.00
Georgia,2019,6,2/9/19,1671.00,1538.00,28.00,360.00,47.00,84.00,16.00,119.00,35.00,49.00,18.00,356.00,98.00,0.00,0.00
Georgia,2019,7,2/16/19,1646.00,1545.00,37.00,326.00,40.00,90.00,43.00,111.00,39.00,42.00,23.00,382.00,82.00,0.00,0.00
Georgia,2019,8,2/23/19,1714.00,1590.00,49.00,352.00,55.00,68.00,45.00,97.00,54.00,44.00,20.00,354.00,111.00,0.00,0.00
Georgia,2019,9,3/2/19,1695.00,1558.00,36.00,353.00,50.00,71.00,45.00,97.00,31.00,34.00,21.00,374.00,89.00,0.00,0.00
Georgia,2019,10,3/9/19,1717.00,1567.00,32.00,315.00,53.00,88.00,43.00,96.00,33.00,41.00,23.00,408.00,100.00,0.00,0.00
Georgia,2019,11,3/16/19,1706.00,1550.00,35.00,354.00,38.00,76.00,29.00,104.00,46.00,29.00,23.00,397.00,71.00,0.00,0.00
Georgia,2019,12,3/23/19,1692.00,1543.00,37.00,344.00,53.00,77.00,30.00,94.00,33.00,48.00,24.00,395.00,65.00,0.00,0.00
Georgia,2019,13,3/30/19,1685.00,1546.00,37.00,353.00,49.00,85.00,33.00,105.00,40.00,28.00,22.00,384.00,88.00,0.00,0.00
Georgia,2019,14,4/6/19,1654.00,1484.00,38.00,325.00,45.00,81.00,31.00,87.00,25.00,28.00,11.00,385.00,102.00,0.00,0.00
Georgia,2019,15,4/13/19,1654.00,1497.00,42.00,311.00,43.00,78.00,27.00,84.00,46.00,40.00,18.00,383.00,88.00,0.00,0.00
Georgia,2019,16,4/20/19,1644.00,1512.00,45.00,326.00,46.00,78.00,29.00,99.00,35.00,43.00,20.00,371.00,80.00,0.00,0.00
Georgia,2019,17,4/27/19,1749.00,1586.00,25.00,354.00,64.00,86.00,37.00,98.00,38.00,40.00,20.00,405.00,87.00,0.00,0.00
Georgia,2019,18,5/4/19,1713.00,1557.00,53.00,352.00,38.00,74.00,28.00,105.00,47.00,52.00,23.00,370.00,73.00,0.00,0.00
Georgia,2019,19,5/11/19,1639.00,1505.00,25.00,355.00,47.00,72.00,18.00,93.00,35.00,49.00,21.00,366.00,86.00,0.00,0.00
Georgia,2019,20,5/18/19,1560.00,1429.00,28.00,322.00,50.00,74.00,13.00,99.00,25.00,38.00,22.00,367.00,88.00,0.00,0.00
Georgia,2019,21,5/25/19,1578.00,1434.00,24.00,351.00,43.00,66.00,17.00,88.00,34.00,36.00,20.00,379.00,73.00,0.00,0.00
Georgia,2019,22,6/1/19,1624.00,1451.00,30.00,317.00,50.00,84.00,22.00,82.00,41.00,39.00,17.00,383.00,80.00,0.00,0.00
Georgia,2019,23,6/8/19,1619.00,1465.00,32.00,333.00,46.00,84.00,19.00,87.00,30.00,39.00,25.00,360.00,81.00,0.00,0.00
Georgia,2019,24,6/15/19,1575.00,1435.00,25.00,345.00,44.00,77.00,15.00,78.00,33.00,35.00,24.00,383.00,82.00,0.00,0.00
Georgia,2019,25,6/22/19,1591.00,1459.00,39.00,342.00,51.00,64.00,22.00,89.00,33.00,48.00,26.00,358.00,81.00,0.00,0.00
Georgia,2019,26,6/29/19,1515.00,1401.00,33.00,336.00,38.00,85.00,22.00,85.00,30.00,30.00,15.00,349.00,89.00,0.00,0.00
Georgia,2019,27,7/6/19,1529.00,1379.00,34.00,343.00,34.00,90.00,16.00,71.00,21.00,25.00,17.00,355.00,79.00,0.00,0.00
Georgia,2019,28,7/13/19,1589.00,1458.00,28.00,326.00,43.00,89.00,17.00,89.00,23.00,49.00,24.00,388.00,80.00,0.00,0.00
Georgia,2019,29,7/20/19,1628.00,1467.00,43.00,317.00,42.00,85.00,23.00,84.00,29.00,42.00,23.00,369.00,78.00,0.00,0.00
Georgia,2019,30,7/27/19,1621.00,1482.00,31.00,371.00,34.00,89.00,24.00,64.00,26.00,37.00,18.00,356.00,84.00,0.00,0.00
Georgia,2019,31,8/3/19,1609.00,1489.00,32.00,370.00,42.00,66.00,24.00,91.00,34.00,38.00,20.00,363.00,80.00,0.00,0.00
Georgia,2019,32,8/10/19,1573.00,1418.00,27.00,329.00,30.00,79.00,19.00,85.00,38.00,49.00,23.00,339.00,70.00,0.00,0.00
Georgia,2019,33,8/17/19,1607.00,1452.00,28.00,349.00,33.00,80.00,17.00,74.00,38.00,30.00,25.00,358.00,84.00,0.00,0.00
Georgia,2019,34,8/24/19,1540.00,1399.00,39.00,341.00,34.00,73.00,20.00,85.00,23.00,34.00,24.00,343.00,67.00,0.00,0.00
Georgia,2019,35,8/31/19,1553.00,1421.00,25.00,349.00,40.00,88.00,16.00,62.00,28.00,30.00,19.00,344.00,85.00,0.00,0.00
Georgia,2019,36,9/7/19,1598.00,1465.00,27.00,340.00,39.00,78.00,15.00,90.00,31.00,42.00,26.00,347.00,90.00,0.00,0.00
Georgia,2019,37,9/14/19,1608.00,1465.00,31.00,339.00,41.00,92.00,24.00,87.00,39.00,30.00,23.00,352.00,73.00,0.00,0.00
Georgia,2019,38,9/21/19,1531.00,1370.00,25.00,322.00,38.00,78.00,20.00,84.00,37.00,44.00,19.00,318.00,70.00,0.00,0.00
Georgia,2019,39,9/28/19,1651.00,1489.00,28.00,356.00,53.00,77.00,19.00,84.00,45.00,39.00,32.00,342.00,84.00,0.00,0.00
Georgia,2019,40,10/5/19,1593.00,1444.00,27.00,343.00,44.00,103.00,23.00,70.00,36.00,35.00,32.00,337.00,91.00,0.00,0.00
Georgia,2019,41,10/12/19,1586.00,1454.00,23.00,352.00,41.00,67.00,23.00,90.00,29.00,45.00,17.00,340.00,88.00,0.00,0.00
Georgia,2019,42,10/19/19,1592.00,1457.00,39.00,369.00,43.00,79.00,15.00,72.00,32.00,32.00,17.00,358.00,84.00,0.00,0.00
Georgia,2019,43,10/26/19,1610.00,1492.00,37.00,332.00,39.00,64.00,21.00,87.00,40.00,36.00,18.00,377.00,92.00,0.00,0.00
Georgia,2019,44,11/2/19,1665.00,1521.00,32.00,347.00,47.00,74.00,13.00,87.00,20.00,32.00,27.00,372.00,106.00,0.00,0.00
Georgia,2019,45,11/9/19,1683.00,1540.00,45.00,349.00,41.00,80.00,18.00,88.00,36.00,47.00,20.00,375.00,99.00,0.00,0.00
Georgia,2019,46,11/16/19,1666.00,1542.00,29.00,338.00,45.00,82.00,30.00,98.00,29.00,32.00,19.00,373.00,75.00,0.00,0.00
Georgia,2019,47,11/23/19,1798.00,1663.00,30.00,388.00,56.00,89.00,24.00,80.00,42.00,39.00,28.00,437.00,96.00,0.00,0.00
Georgia,2019,48,11/30/19,1731.00,1613.00,35.00,344.00,48.00,86.00,30.00,94.00,44.00,42.00,24.00,391.00,104.00,0.00,0.00
Georgia,2019,49,12/7/19,1686.00,1541.00,45.00,309.00,64.00,81.00,14.00,95.00,35.00,39.00,30.00,388.00,87.00,0.00,0.00
Georgia,2019,50,12/14/19,1711.00,1587.00,30.00,346.00,53.00,94.00,39.00,103.00,38.00,44.00,31.00,374.00,86.00,0.00,0.00
Georgia,2019,51,12/21/19,1737.00,1608.00,30.00,351.00,52.00,87.00,33.00,101.00,40.00,42.00,30.00,380.00,98.00,0.00,0.00
Georgia,2019,52,12/28/19,1775.00,1645.00,41.00,343.00,51.00,104.00,42.00,104.00,58.00,40.00,27.00,420.00,98.00,0.00,0.00
Georgia,2020,1,1/4/20,1801.00,1655.00,41.00,337.00,61.00,83.00,61.00,99.00,44.00,41.00,23.00,401.00,93.00,0.00,0.00
Georgia,2020,2,1/11/20,1801.00,1660.00,40.00,342.00,43.00,109.00,44.00,118.00,51.00,41.00,20.00,398.00,74.00,0.00,0.00
Georgia,2020,3,1/18/20,1745.00,1610.00,38.00,318.00,54.00,95.00,39.00,106.00,40.00,46.00,28.00,389.00,93.00,0.00,0.00
Georgia,2020,4,1/25/20,1829.00,1694.00,35.00,368.00,51.00,99.00,54.00,115.00,40.00,52.00,20.00,397.00,77.00,0.00,0.00
Georgia,2020,5,2/1/20,1794.00,1673.00,29.00,357.00,56.00,75.00,34.00,106.00,39.00,47.00,26.00,411.00,100.00,0.00,0.00
Georgia,2020,6,2/8/20,1780.00,1626.00,29.00,351.00,56.00,81.00,45.00,96.00,31.00,39.00,24.00,418.00,104.00,0.00,0.00
Georgia,2020,7,2/15/20,1758.00,1599.00,39.00,323.00,50.00,85.00,34.00,98.00,46.00,48.00,23.00,414.00,89.00,0.00,0.00
